0~4	0.076047
5~9	0.052517
10~14	0.063583
15~19	0.067626
20~24	0.066387
25~29	0.08151
30~34	0.082809
35~39	0.075398
40~44	0.078037
45~49	0.079587
50~54	0.073303
55~59	0.062555
60~64	0.038032
65~69	0.031908
70~74	0.026194
75~79	0.02071
80~84	0.0146
80~89	0.006636
90~94	0.002015
90~99	0.000466
100	0.0000824
